Date,Open,High,Low,Close,Adj Close,Volume
2020-06-18,92.269997,92.824997,91.144997,92.180000,92.029144,25440800
2020-06-19,92.425003,94.449997,92.272499,92.612503,92.460938,52416000
2020-06-22,93.000000,95.312500,92.732498,95.267502,95.111580,39846800
2020-06-23,95.510002,96.425003,94.074997,94.500000,94.345345,37510800
2020-06-24,94.762497,95.565002,91.445000,92.355003,92.203857,44937200
2020-06-25,93.557503,95.050003,91.822502,94.900002,94.744690,37607200
2020-06-26,95.000000,95.000000,91.250000,91.550003,91.400177,59208400
2020-06-29,91.697502,92.044998,89.000000,92.000000,91.849442,34224800
2020-06-30,93.139999,95.262497,92.665001,94.977501,94.822067,36789200
2020-07-01,95.207497,95.757500,94.129997,95.300003,95.144035,32664800
2020-07-02,96.389999,97.375000,95.782501,96.122498,95.965187,36405600
2020-07-06,97.417503,99.087502,97.125000,98.392502,98.231468,31589200
2020-07-07,99.462502,100.699997,98.507500,98.717499,98.555946,35780000
2020-07-08,99.937500,102.250000,99.654999,102.160004,101.992805,36548000
2020-07-09,103.802498,105.699997,102.334999,105.089996,104.918007,49454800
2020-07-10,105.887497,106.552498,103.787498,104.792503,104.621010,49767600
2020-07-13,105.949997,107.922501,100.250000,100.522499,100.357986,45707600
2020-07-14,100.750000,104.027496,97.855003,103.769997,103.600166,54267600
2020-07-15,104.142502,104.330002,100.557503,102.272499,102.105125,40398400
2020-07-16,100.150002,102.067497,98.955002,101.347504,101.181641,34496400
2020-07-17,102.254997,102.485001,100.877502,102.014999,101.848053,26628400
2020-07-20,102.742500,105.312500,101.567497,105.107498,104.935478,28485200
2020-07-21,105.129997,105.599998,102.867500,103.285004,103.115974,27703600
2020-07-22,103.675003,106.025002,102.915001,104.387497,104.216667,36729200
2020-07-23,104.500000,105.470001,100.312500,101.297501,101.131729,41166000
2020-07-24,98.750000,103.647499,97.769997,101.945000,101.778152,47329200
2020-07-27,102.322502,104.417503,102.177498,104.214996,104.044441,29213200
2020-07-28,103.742500,103.820000,102.092499,102.154999,101.987808,27163600
2020-07-29,103.907501,105.162498,103.470001,104.654999,104.483734,28450800
2020-07-30,103.750000,106.230003,102.952499,106.139999,105.966293,30888000
2020-07-31,105.632500,107.665001,104.330002,106.147499,105.973778,38608000
2020-08-03,107.324997,110.987503,107.152496,110.102501,109.922318,41272000
2020-08-04,110.500000,112.277496,109.059998,112.277496,112.093750,31033600
2020-08-05,112.440002,113.717499,111.662498,112.867500,112.682777,24992400
2020-08-06,113.497498,113.580002,111.787498,113.355003,113.169487,24431600
2020-08-07,113.125000,115.047501,110.375000,111.995003,111.811707,34251600
2020-08-10,113.342499,114.082497,108.565002,111.650002,111.467285,42779600
2020-08-11,110.737503,111.367500,107.957497,108.500000,108.322426,35451200
2020-08-12,109.907501,114.669998,109.582497,114.402496,114.215271,46441200
2020-08-13,115.459999,117.217499,113.557503,114.430000,114.242729,37446000
2020-08-14,115.300003,117.047501,114.404999,115.639999,115.450760,36643600
2020-08-17,118.512497,124.097504,118.172501,123.370003,123.168106,62130000
2020-08-18,124.500000,124.959999,120.862503,122.607498,122.406837,50344800
2020-08-19,122.964996,123.150002,120.980003,121.385002,121.186340,62262400
2020-08-20,119.750000,123.750000,118.787498,121.410004,121.211311,92138800
2020-08-21,122.017502,128.087494,121.952499,126.834999,126.627434,99986800
2020-08-24,128.837494,129.125000,125.074997,127.202499,126.994308,49056400
2020-08-25,126.307503,127.612503,125.737503,127.500000,127.291344,28907600
2020-08-26,127.992500,128.684998,126.777496,127.730003,127.520973,32124400
2020-08-27,127.815002,128.500000,125.665001,126.282501,126.075829,31760400
2020-08-28,126.750000,131.479996,126.425003,131.477493,131.262329,53716000
2020-08-31,131.827499,135.750000,130.377502,133.744995,133.526123,50084000
2020-09-01,134.800003,139.937500,134.365005,138.210007,138.025101,51131600
2020-09-02,147.037506,147.267502,139.000000,143.464996,143.273041,87401200
2020-09-03,138.287506,138.845001,128.787506,130.154999,129.980865,94512800
2020-09-04,127.837502,131.750000,117.047501,126.224998,126.056129,146368400
2020-09-08,117.345001,125.500000,117.042503,119.129997,118.970612,79572800
2020-09-09,124.000000,128.092499,122.317497,127.150002,126.979897,73620000
2020-09-10,129.892502,130.652496,121.669998,123.117500,122.952789,69868400
2020-09-11,124.855003,126.525002,118.957497,121.644997,121.482262,63692800
2020-09-14,130.809998,133.149994,126.312500,128.722504,128.550293,120174400
2020-09-15,132.800003,132.987503,128.277496,129.910004,129.736206,72755600
2020-09-16,129.572495,130.927505,125.137497,125.144997,124.977577,55638400
2020-09-17,121.322502,125.897499,120.347504,124.635002,124.468246,79251200
2020-09-18,125.937500,126.324997,119.887497,121.892502,121.729416,69846000
2020-09-21,119.250000,125.224998,119.044998,125.172501,125.005028,72104400
2020-09-22,125.750000,126.480003,121.555000,126.377502,126.208427,64645200
2020-09-23,125.754997,127.269997,120.792503,121.237503,121.075302,64701200
2020-09-24,120.722504,125.695000,120.139999,123.480003,123.314804,73124000
2020-09-25,124.474998,128.835007,122.457497,128.737503,128.565262,58801600
2020-09-28,130.402496,130.517502,127.500000,130.350006,130.175629,57380800
2020-09-29,129.375000,134.427505,129.332504,132.257507,132.080566,62146000
2020-09-30,131.574997,136.225006,131.502502,135.304993,135.123993,68918400
2020-10-01,137.580002,137.627502,134.607498,136.145004,135.962875,52500400
2020-10-02,132.250000,135.195007,130.509995,130.622498,130.447739,55249600
2020-10-05,132.360001,136.442505,132.227493,136.425003,136.242477,47982000
2020-10-06,138.300003,141.419998,136.649994,137.365005,137.181229,78442000
2020-10-07,139.997498,141.192505,138.634995,139.639999,139.453186,41808400
2020-10-08,140.750000,140.845001,137.580002,138.387497,138.202332,37890000
2020-10-09,137.669998,138.242493,136.607498,137.627502,137.443375,34689200
2020-10-12,139.895004,143.470001,139.125000,142.259995,142.069641,43474400
2020-10-13,142.964996,143.485001,140.187500,142.482498,142.291870,34460400
2020-10-14,142.904999,143.427505,139.600006,140.952499,140.763931,27610000
2020-10-15,138.107498,140.057495,137.677505,139.699997,139.513107,26722400
2020-10-16,140.367493,141.214996,137.925003,138.115005,137.930222,24239200
2020-10-19,139.029999,139.835007,134.067505,134.977493,134.796906,29806800
2020-10-20,135.835007,137.997498,135.070007,136.455002,136.272446,22921200
2020-10-21,136.250000,137.914993,134.774994,135.247498,135.066544,21959600
2020-10-22,135.225006,136.117493,132.317505,133.610001,133.431244,29048000
2020-10-23,134.500000,135.932495,132.912506,135.902496,135.720688,23348400
2020-10-26,134.270004,136.927505,130.384995,131.412506,131.236679,33689600
2020-10-27,133.059998,134.419998,131.914993,133.967499,133.788284,25052000
2020-10-28,131.979996,132.600006,126.089996,126.269997,126.101067,37652000
2020-10-29,128.384995,131.927505,127.500000,130.240005,130.065765,32008000
2020-10-30,128.500000,129.365005,123.000000,125.339996,125.172310,41682000
2020-11-02,126.577499,128.367493,123.949997,125.807503,125.639191,29965200
2020-11-03,127.084999,131.050003,126.027496,130.195007,130.020828,27290000
2020-11-04,133.892502,138.274994,133.369995,137.942505,137.757950,41022800
